opsid,zplk_pk_seq,taxa_004,cruise_name,station,event_number,net_number,zoo_aliquot,zooplankton_count,conc_10m2,conc_100m3,vial_number,zoo_stage_000,zoo_stage_013,zoo_stage_020,zoo_stage_021,zoo_stage_022,zoo_stage_023,zoo_stage_024,zoo_stage_028,zoo_stage_029,zoo_stage_030,zoo_stage_050,zoo_stage_051,zoo_stage_054,zoo_stage_999,net_pk_seq,gear,gear_volume_filtered,sample_jar_count,sample_type,flowmeter_calibration_factor,flowmeter_revolutions,flag_region,flag_clogging,net_comment,event_pk_seq,operation,event_date,formated_event_date,latitude,longitude,region,region_nvl,plankton_stratum,groundfish_stratum,surface_temperature,surface_temperature_nvl,tow_profile,tow_protocol,tow_maximum_depth,bottom_depth_max_wire_out,bio_volume_zoo,bio_volume_zoo_1m2,bio_volume_zoo_100m3,bio_volume_large_conc_1m2,bio_volume_large_conc_100m3,total_zoo_count,total_large_zoo_count,total_large_zoo_length,large_zoo_mean_length,taxa_name
2011003HB,529129,138,HB1103,3,31,2,512,8,12112.89,1261.76,3,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Oithona
2011003HB,529106,143,HB1103,3,31,2,512,1,1514.11,157.72,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Nannocalanus minor
2011003HB,529110,148,HB1103,3,31,2,512,1,1514.11,157.72,3,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Acartia danae
2011003HB,529104,157,HB1103,3,31,2,512,1,1514.11,157.72,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Clausocalanus arcuicornis
2011003HB,529118,200,HB1103,3,31,2,512,9,13627,1419.48,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Chaetognatha
2011003HB,529130,218,HB1103,3,31,2,512,63,95389.03,9936.36,4,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Sagitta
2011003HB,529132,300,HB1103,3,31,2,512,1,1514.11,157.72,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Thecosomata
2011003HB,529125,457,HB1103,3,31,2,512,5,7570.56,788.6,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Hyperiidea
2011003HB,529117,554,HB1103,3,31,2,512,2,3028.22,315.44,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Caridea
2011003HB,529123,605,HB1103,3,31,2,512,46,69649.13,7255.12,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Evadne
2011003HB,529127,611,HB1103,3,31,2,512,1,1514.11,157.72,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Penilia avirostris
2011003HB,529112,700,HB1103,3,31,2,512,9,13627,1419.48,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Appendicularia
2011003HB,529116,900,HB1103,3,31,2,512,1,1514.11,157.72,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Ectoprocta
2011003HB,529115,1000,HB1103,3,31,2,512,2,3028.22,315.44,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Brachyura
2011003HB,529120,1500,HB1103,3,31,2,512,2,3028.22,315.44,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Echinoderemata
2011003HB,529131,1800,HB1103,3,31,2,512,1,1514.11,157.72,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Siphonophora
2011003HB,529121,2000,HB1103,3,31,2,512,4,6056.45,630.88,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Euphausiacea
2011003HB,529114,2101,HB1103,3,31,2,512,3,4542.33,473.16,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Balanidae
2011003HB,529119,2350,HB1103,3,31,2,512,27,40881.01,4258.44,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Cnidaria
2011003HB,529128,2500,HB1103,3,31,2,512,21,31796.34,3312.12,5,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Polychaeta
2011003HB,529113,4027,HB1103,3,31,2,512,1,1514.11,157.72,3,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Acartia
2011003HB,529124,4045,HB1103,3,31,2,512,1,1514.11,157.72,3,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Corycaeidae
2011003HB,529126,4062,HB1103,3,31,2,512,1,1514.11,157.72,3,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Euchaetidae
2011003HB,529122,4064,HB1103,3,31,2,512,1,1514.11,157.72,3,,,,,,,,,,,,,,,72515,6B3Z,324.626,1,Z,0.3141,3537,1,N,Manual Load Prgm.,69983,BON/CTD,07:00.0,6/4/2011 23:07,40.2683,-70.385,SNE,SNE,23,1100,14,14,OBL,OT,96,100,92,27.21,28.34,17.74,18.48,506,8,,,Clausocalanus furcatus
2011003HB,529177,2,HB1103,4,41,2,16,4,307.17,15.28,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,UNIDENTIFIED PLANKTON AND FRAGMENTS
2011003HB,529133,101,HB1103,4,41,2,16,3,230.38,11.46,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Calanus finmarchicus
2011003HB,529138,102,HB1103,4,41,2,16,5,383.96,19.1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Pseudocalanus minutus
2011003HB,529134,103,HB1103,4,41,2,16,24,1843.02,91.69,4,9,0,0,0,0,2,13,0,0,0,0,0,0,0,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Centropages typicus
2011003HB,529139,104,HB1103,4,41,2,16,2,153.58,7.64,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Temora longicornis
2011003HB,529161,131,HB1103,4,41,2,16,1,76.79,3.82,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Harpacticoida
2011003HB,529137,135,HB1103,4,41,2,16,3,230.38,11.46,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Paracalanus parvus
2011003HB,529168,138,HB1103,4,41,2,16,170,13054.69,649.49,3,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Oithona
2011003HB,529146,142,HB1103,4,41,2,16,4,307.17,15.28,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Calanoida
2011003HB,529136,143,HB1103,4,41,2,16,84,6450.55,320.92,1,41,0,0,0,0,0,26,0,0,0,0,0,0,17,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Nannocalanus minor
2011003HB,529165,146,HB1103,4,41,2,16,12,921.51,45.85,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Mecynocera clausi
2011003HB,529141,148,HB1103,4,41,2,16,26,1996.6,99.33,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Acartia danae
2011003HB,529135,157,HB1103,4,41,2,16,6,460.75,22.92,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Clausocalanus arcuicornis
2011003HB,529179,162,HB1103,4,41,2,16,5,383.96,19.1,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Scolecithrix danae
2011003HB,529147,178,HB1103,4,41,2,16,2,153.58,7.64,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Calanus
2011003HB,529158,180,HB1103,4,41,2,16,3,230.38,11.46,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Eucalanus
2011003HB,529170,191,HB1103,4,41,2,16,7,537.55,26.74,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Oncaea
2011003HB,529169,203,HB1103,4,41,2,16,1,76.79,3.82,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Sagitta enflata
2011003HB,529172,218,HB1103,4,41,2,16,140,10750.92,534.87,5,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Sagitta
2011003HB,529174,305,HB1103,4,41,2,16,2,153.58,7.64,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Spiratella
2011003HB,529159,457,HB1103,4,41,2,16,49,3762.82,187.21,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Hyperiidea
2011003HB,529142,700,HB1103,4,41,2,16,11,844.72,42.03,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Appendicularia
2011003HB,529144,1000,HB1103,4,41,2,16,1,76.79,3.82,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Brachyura
2011003HB,529152,1500,HB1103,4,41,2,16,1,76.79,3.82,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Echinoderemata
2011003HB,529173,1800,HB1103,4,41,2,16,25,1919.81,95.51,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Siphonophora
2011003HB,529153,2000,HB1103,4,41,2,16,17,1305.47,64.95,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Euphausiacea
2011003HB,529148,2350,HB1103,4,41,2,16,1,76.79,3.82,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Cnidaria
2011003HB,529167,2500,HB1103,4,41,2,16,1,76.79,3.82,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Polychaeta
2011003HB,529175,3400,HB1103,4,41,2,16,17,1305.47,64.95,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Thaliacea
2011003HB,529140,3500,HB1103,4,41,2,16,1,76.79,3.82,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Osteichthyes
2011003HB,529163,3600,HB1103,4,41,2,16,1,76.79,3.82,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Ostracoda
2011003HB,529156,3900,HB1103,4,41,2,16,6,460.75,22.92,6,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Foraminifera
2011003HB,529164,4007,HB1103,4,41,2,16,1,76.79,3.82,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Lucicutia
2011003HB,529176,4013,HB1103,4,41,2,16,2,153.58,7.64,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Pseudocalanidae
2011003HB,529180,4019,HB1103,4,41,2,16,5,383.96,19.1,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Undinula vulgaris
2011003HB,529151,4020,HB1103,4,41,2,16,6,460.75,22.92,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Centropages bradyi
2011003HB,529143,4027,HB1103,4,41,2,16,1,76.79,3.82,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Acartia
2011003HB,529162,4030,HB1103,4,41,2,16,1,76.79,3.82,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Heterorhabdidae
2011003HB,529150,4042,HB1103,4,41,2,16,9,691.13,34.38,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Candacia
2011003HB,529157,4045,HB1103,4,41,2,16,5,383.96,19.1,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Corycaeidae
2011003HB,529145,4061,HB1103,4,41,2,16,2,153.58,7.64,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Aetideidae
2011003HB,529160,4062,HB1103,4,41,2,16,6,460.75,22.92,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Euchaetidae
2011003HB,529154,4064,HB1103,4,41,2,16,97,7448.85,370.59,2,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Clausocalanus furcatus
2011003HB,529178,4066,HB1103,4,41,2,16,1,76.79,3.82,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Scolecithricidae
2011003HB,529155,4098,HB1103,4,41,2,16,4,307.17,15.28,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Clausocalanus
2011003HB,529166,4108,HB1103,4,41,2,16,24,1843.02,91.69,4,,,,,,,,,,,,,,,72516,6B3Z,418.792,1,Z,0.3141,4563,1,N,Manual Load Prgm.,69985,BON/CTD,46:00.0,6/5/2011 15:46,39.775,-70.7683,SNE,SNE,60,,18,18,OBL,OT,201,1736,7,3.36,1.67,8.16,4.06,806,2,,,Neocalanus
